Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,lat,lng
11/06/2021,"4 Curragh Ard, Kanturk",Cork,,"€245,117.50",No,Yes,New Dwelling house /Apartment,,52.1889663,-8.910728
05/02/2021,"9 ESMONDALE, NAAS, KILDARE",Kildare,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2046808,-6.667875
25/06/2021,"161 CRUISE PARK DR, TYRRELSTOWN, DUBLIN 15",Dublin,D15X653,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4205557,-6.3969417
09/04/2021,"75 HIGHFIELD PARK, DUNDRUM, DUBLIN 14",Dublin,,"€850,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2994717,-6.2500332
16/08/2021,"55 GLENSIDE, BALLYCARNANE WOODS, TRAMORE",Waterford,X91T2N1,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.1633954,-7.1693224
17/12/2021,"81 THE SPIRES, CARRIGNAFOY, COBH",Cork,P24AT80,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.85722,-8.29917
30/06/2021,"HILL VIEW, KILLONE, STRADBALLY",Laois,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.01556,-7.15278
01/10/2021,"16 The Rise, Westfield, Leixlip",Kildare,,"€370,044.05",No,Yes,New Dwelling house /Apartment,,53.3688935,-6.5204856
15/07/2021,"66 AN DUICHE, SCALLAGHEEN, CO TIPPERARY",Tipperary,E34Y793,"€136,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66667,-7.83333
10/08/2021,"51 KILWARDEN COURT, BOOT RD, CLONDALKIN DUBLIN 22",Dublin,D22PF75,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
11/11/2021,"Flag Alley, 58/59 Meath Street",Dublin,,"€4,947,543.61",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
28/06/2021,"14 Castle Park, Killycard, Castleblayney",Monaghan,,"€224,670.00",No,Yes,New Dwelling house /Apartment,,54.11667,-6.73333
31/03/2021,"10 LORETO WOOD, CAVAN, CAVAN",Cavan,,"€137,500.00",No,No,Second-Hand Dwelling house /Apartment,,54.0159817,-7.3709647
12/07/2021,"27 ARD NA GREINE, ROSCREA, TIPPERARY",Tipperary,E53DA39,"€144,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
20/12/2021,"18 THE PARK, THE HAWTHORNS, ARDEN ROAD",Offaly,,"€242,290.00",No,Yes,New Dwelling house /Apartment,,53.2686568,-7.4984017
10/12/2021,"38 PAIRC NA HABAIN, EDGEWORTHSTOWN, LONGFORD",Longford,N39XT22,"€175,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.7,-7.61667
15/10/2021,"31 BOROIMHE ROWAN, SWORDS, DUBLIN",Dublin,K67X211,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4447525,-6.2410083
21/09/2021,"52 Park Avenue, Millers Glen, Swords",Dublin,,"€370,044.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
08/01/2021,"ARDMAYLE, CASHEL, TIPPERARY",Tipperary,,"€247,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.5651949,-7.9426649
06/05/2021,"3 Albany, Killiney Hill Road, Killiney",Dublin,,"€788,546.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
17/12/2021,"KATHREW, 4 MOUNT PLEASANT RD, TURNERS CROSS",Cork,T12NY8K,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.80556,-9.10417
11/11/2021,"56 Hollywoodrath Drive, Hollystown",Dublin,,"€383,259.91",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
26/05/2021,"146 KILBARRY PLACE, FARRANREE, CORK",Cork,T23W5R5,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.916144,-8.4794815
26/03/2021,"29 BUTLER AVE, THURLES, TIPPERARY",Tipperary,,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.6767801,-7.8196167
02/07/2021,"5 THE DUNES SANDHILL, DUNFANAGHY, LETTERKENNY",Donegal,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.95,-7.73333
15/03/2021,"DOGSTOWN, CROSSAKIEL, KELLS",Meath,,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.72639,-6.87917
09/12/2021,"45 RAHYLIN GLEBE, BALLYBANE, GALWAY",Galway,H91NV9K,"€239,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2835943,-9.0097314
07/09/2021,"2 Beechwood Avenue, Park Road, Killarney",Kerry,,"€236,122.00",No,Yes,New Dwelling house /Apartment,,52.05,-9.51667
04/06/2021,"44 MEADOWLANDS, BROOMFIELD, MIDLETON",Cork,P25Y959,"€80,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,51.925794,-8.1680962
14/05/2021,"6 Gateway Park, Skagh, Croom",Limerick,,"€295,110.13",No,Yes,New Dwelling house /Apartment,,52.51944,-8.71778
10/11/2021,"1 DRUMALEE MANOR, CAVAN, CAVAN",Cavan,H12C566,"€177,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.9983848,-7.3494407
27/08/2021,"BOG ROAD VIEW, NASH'S BOREEN, UPPER FAIRFIELD",Cork,T23H4XR,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
13/05/2021,"8 Farmhill Manor, Strandhill Road, Sligo",Sligo,,"€254,625.55",No,Yes,New Dwelling house /Apartment,,54.26969,-8.46943
22/10/2021,"BALLINCONNELL, BALLINFULL, SLIGO",Sligo,,"€298,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.26969,-8.46943
08/07/2021,"25 HERON ST, ASTON VILLAGE, DROGHEDA",Louth,A92D50F,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.71889,-6.34778
25/11/2021,"5 THE PARK, THE HAWTHORNS, TULLAMORE",Offaly,R35W9H3,"€251,101.00",No,Yes,New Dwelling house /Apartment,,53.2681137,-7.4990903
27/08/2021,"4 MONASTERY HEATH COURT, CLONDALKIN, DUBLIN 22",Dublin,D22WY43,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3201106,-6.3817618
28/10/2021,"GLENBOY, MANORHAMILTON, CO LEITRIM",Leitrim,F91V085,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.289722,-8.12
27/08/2021,"RAMPARK HOUSE, CORRACREIGH, ELPHIN",Roscommon,F45CY56,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.85,-8.2
24/03/2021,"51 MELLOWS PARK, OLDCASTLE, MEATH",Meath,,"€97,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.76648,-7.16284
31/03/2021,"6 AN LOCHAN, CASTLEGAR, HEADFORD RD",Galway,H91W1X7,"€165,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
26/03/2021,"3 OLD FARM, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15",Dublin,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
27/08/2021,"42 MOANBANE PARK, KILCULLEN, KILDARE",Kildare,R56H022,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.1396811,-6.7356669
10/05/2021,"3 WILLOWWOOD VIEW, CLONSILLA, DUBLIN 15",Dublin,D15W60H,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
30/07/2021,"BOYOUGHTER, LETTERMACAWARD, COUNTY DONEGAL",Donegal,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.8680633,-8.2936542
23/04/2021,"4 BEECH LAWN, DUNDRUM, DUBLIN 16",Dublin,D16XE48,"€605,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2854318,-6.2569256
23/02/2021,"2 BEECHLAWNS, JOHNSWELL RD, KILKENNY",Kilkenny,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
05/11/2021,"37 CROZON PARK, SLIGO, SLIGO",Sligo,F91YWF9,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.2624297,-8.4715138
14/10/2021,"9 GRANITE TERRACE, INCHICORE, DUBLIN 8",Dublin,D08YX5X,"€505,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3395271,-6.3231339
15/01/2021,"BANNONS CROSS, LOUTH VILLAGE, DUNDALK",Louth,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.0,-6.41667
09/08/2021,"6 ST HERBLAIN PK, KILCOHAN, WATERFORD",Waterford,X91AVX8,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.23056,-7.1075
22/12/2021,"MUNTERMELLON, HORNHEAD, DUNFANAGHY",Donegal,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,55.18333,-7.96667
09/08/2021,"9 CASTLEKNOCK AVENUE, BANESHANE, MIDDLETON",Cork,P25VW40,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.91526,-8.18052
25/03/2021,"CARRICKNAGORE, BRUCKLESS, CO. DONEGAL",Donegal,,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.63639,-8.38333
27/07/2021,"No 8 An Gairdin Cuil, Cosmona, Loughrea",Galway,,"€246,695.00",No,Yes,New Dwelling house /Apartment,,53.19694,-8.56694
11/11/2021,"MAIN STREET, BALLYLONGFORD, CO. KERRY",Kerry,,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.5440016,-9.4769229
09/02/2021,"4 THE ROCKS, STONEPARK, BALLYMACORMACK",Longford,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.72536,-7.79823
10/05/2021,"15 CASTLEVIEW ROW, SWORDS, DUBLIN",Dublin,K67W272,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4708298,-6.2371911
09/04/2021,"AHERINA, KILMORE, CLARE",Clare,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.75722,-8.60167
01/12/2021,"77 Barnwell Park, Clonsilla, Hansfield",Dublin,,"€325,990.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
29/11/2021,"10 ARBUTUS, MONTENOTTE, CORK",Cork,,"€649,779.73",No,Yes,New Dwelling house /Apartment,,51.89797,-8.47061
20/08/2021,"85 SAILIN, DUBLIN RD, GALWAY",Galway,H91DW9T,"€306,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
14/04/2021,"297 ROSEMOUNT, KILMACRENNAN, LETTERKENNY",Donegal,F92AHR5,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.95,-7.73333
04/11/2021,"9 THE WOOD, OLDBRIDGE MANOR, RATHMULLAN",Louth,,"€290,748.00",No,Yes,New Dwelling house /Apartment,,53.94861,-6.54139
18/10/2021,"10 The Crescent, Ruxton Oaks, Navan",Meath,,"€277,533.04",No,Yes,New Dwelling house /Apartment,,53.65278,-6.68139
21/12/2021,"NO.1 THE WELLNESS CENTRE, GORTAMULLEN, KENMARE",Kerry,V93TX45,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.88333,-9.58333
27/09/2021,"110 Drakes Point, Crosshaven",Cork,,"€414,096.00",No,Yes,New Dwelling house /Apartment,,51.79833,-8.30083
20/04/2021,"7 AN SRAID BHAILE, BWEENG, MALLOW",Cork,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.13333,-8.63333
09/09/2021,"MOUNTLUCAS, DAINGEAN, OFFALY",Offaly,,"€180,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.29611,-7.28944
25/08/2021,"MARYVILLE HOUSE, SLIEVE, CLONDRA",Longford,N39DH34,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.72536,-7.79823
21/10/2021,"126 CHERRY AVE, SWORDS, DUBLIN",Dublin,K67T256,"€264,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4494535,-6.2352657
15/03/2021,"126 BALLYROAN, RD, DUBLIN 16",Dublin,,"€580,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2913552,-6.3078733
19/07/2021,"6 Walker Row, Parkside, Balgriffin",Dublin,,"€343,612.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
16/07/2021,"17 ABINGTON, MALAHIDE, DUBLIN",Dublin,K36PC59,"€2,350,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4438589,-6.1766238
15/06/2021,"7 MILLBROOK CT, OLD TRAMORE RD, WATERFORD",Waterford,X91XRH9,"€64,047.52",Yes,No,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
01/12/2021,"90 CARRIG COURT, FORTUNESTOWN LANE, SAGGART",Dublin,D24HD62,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
29/09/2021,"29 GRAND CANAL COURT, TULLAMORE, OFFALY",Offaly,R35R9T8,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2781415,-7.4785447
19/11/2021,"BARNAMUINGA, SHILLELAGH, WICKLOW",Wicklow,Y14XT96,"€399,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.7447708,-6.5805884
20/05/2021,"2 OAK LAWN, CASTLEKNOCK, DUBLIN 15",Dublin,D15FK6K,"€950,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3760792,-6.364763
04/02/2021,"39 WATERMINT COURT, PELLETSTOWN AVE, ROYAL CANAL PARK DUBLIN 15",Dublin,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
16/04/2021,"46 SLI GHEAL, BALLYMONEEN RD, KNOCKNACARRA",Galway,H91H22W,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
22/04/2021,"148 THE ELMS, MOUNT MERRION AVE, BLACKROCK",Dublin,A94R2N7,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
06/12/2021,"WEAVERS COTTAGE, BALTYBOYS, BLESSINGTON",Wicklow,W91WC92,"€740,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.17,-6.5325
20/04/2021,"APT 18 BOWERS VIEW, BALLINROBE, CO MAYO",Mayo,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.63333,-9.23333
01/07/2021,"39 WOODLANDS PARK, RATOATH, MEATH",Meath,A85HX92,"€368,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5076676,-6.4689028
12/02/2021,"38 THE GREEN, DUNBOYNE CASTLE, DUNBOYNE",Meath,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4,-6.46667
22/07/2021,"19 TAMARISK LAWNS, KILNAMANAOH, DUBLIN 24",Dublin,D24XFW3,"€273,700.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
18/06/2021,"4 HURDLESTOWN MEADOWS, BROADFORD, CLARE",Clare,V94X4EN,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.80472,-8.63222
09/04/2021,"BALLINAHONE, FAHAN, LIFFORD",Donegal,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.83194,-7.48361
31/12/2021,"32 THE ORCHARDS, KINSALE, CORK",Cork,P17N129,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.7021046,-8.5295573
25/06/2021,"14 POWERSCOURT, EYRE ST, NEWBRIDGE",Kildare,W12K854,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.18194,-6.79667
01/10/2021,"5 HAZELWOOD CLOSE, FOXWOOD, WATERFORD",Waterford,,"€229,032.00",No,Yes,New Dwelling house /Apartment,,52.2326708,-7.1360926
13/09/2021,"22 TULLYVARRAGA CRESENT, SHANNON, CLARE",Clare,V14FV04,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.70389,-8.86417
14/06/2021,"RUSHAUN, KILNAMONA, ENNIS",Clare,,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.858399,-9.1021512
27/07/2021,"25 Loughcrew Hills, Oldcastle",Meath,,"€220,264.00",No,Yes,New Dwelling house /Apartment,,53.7689423,-7.1681766
10/11/2021,"APT 601 CUBE 3, BEACON SOUTH QUARTER, SANDYFORD",Dublin,D18T634,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
01/10/2021,"82 TONLEGEE RD, RAHENY, DUBLIN 5",Dublin,D05T6Y8,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
06/12/2021,"50 PINE COPSE RD, WYCKHAM PARK, DUNDRUM DUBLIN 16",Dublin,D16FX29,"€742,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
19/06/2021,"ABBEY HOUSE, SMITHS RD, CHARLEVILLE",Cork,,"€242,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.35,-8.68333
30/07/2021,"CUAN OIR, ROGERSTOWN, RUSH",Dublin,K56NT98,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
28/01/2021,"14 Oileain Na Cranoige.Cranogue Isl, Balbutcher Lane, BALLYMUN",Dublin,,"€233,480.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
10/12/2021,"APT 17, CEDAR HALL MILLBROOK, MILLTOWN DUBLIN 6",Dublin,D06C956,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
23/07/2021,"3 MELLOWES CRESCENT, FINGLAS, DUBLIN 11",Dublin,D11A4A4,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3889553,-6.3041473
17/12/2021,"11 CHURCHFIELD, ST PATRICKS RD, LIMERICK CITY",Limerick,V94A4AA,"€208,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
09/07/2021,"41 The Meadows, Castle Farm, Dunboyne",Meath,,"€317,180.00",No,Yes,New Dwelling house /Apartment,,53.4,-6.46667
18/08/2021,"140 CITY PARK, FORTUNESTOWN LANE, CITYWEST DUBLIN 24",Dublin,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
19/01/2021,"44 MOUNT SANDFORD, MILLTOWN, SANDFORD DUBLIN 6",Dublin,,"€660,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
05/08/2021,"CROSSABEAGH, KNOCKBRIDGE, DUNDALK",Louth,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.0,-6.41667
11/03/2021,"19 PUNCHESTOWN GATE, BRABAZON HOUSE, NAAS",Kildare,,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.21583,-6.66694
05/02/2021,"6 MERTON, SEA RAOD, ARKLOW",Wicklow,,"€237,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.79306,-6.14139
03/08/2021,"7 Wilmount View, Moynalty Road, Kells",Meath,,"€96,916.30",No,Yes,New Dwelling house /Apartment,,53.72639,-6.87917
11/11/2021,"52 BARTER'S WOOD, TOWER, BLARNEY",Cork,,"€308,370.05",No,Yes,New Dwelling house /Apartment,,51.9296489,-8.594794
03/08/2021,"122 BRAYTON PARK, KILCOCK, CO KILDARE",Kildare,W23E292,"€321,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.4014002,-6.6760194
23/04/2021,"14 BLOSSOM COURT, ESKER HILLS, PORTLAOISE",Laois,R32NWV9,"€164,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.03441,-7.29979
30/06/2021,"3 WOODFORD CRESCENT, CLONDALKIN, DUBLIN 22",Dublin,D22EW93,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3253818,-6.3802919
17/11/2021,"09 MOYGLARE HEATH, MARIAVILLA, MAYNOOTH",Kildare,W23WFP8,"€248,422.03",No,Yes,New Dwelling house /Apartment,,53.389509,-6.5898941
21/05/2021,"27 LAUREL DRIVE, ESKER HILLS, PORTLAOISE",Laois,R32VW86,"€147,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.0432152,-7.2981532
14/07/2021,"COOLEENEY, MOYNE, THURLES",Tipperary,,"€191,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
17/08/2021,"90 BALLINTYRE GROVE, BALLINTEER AVE, DUBLIN 16",Dublin,D16V0T9,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
13/07/2021,"WILLOW HOUSE, ISLAND, RYFIELD",Cavan,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.99083,-7.36056
26/03/2021,"42 CLONUSKE RISE, HAMLET LANE, BALBRIGGAN",Dublin,,"€163,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
18/05/2021,"7 RECTORY MEWS, DUNCORMICK, WEXFORD",Wexford,Y35DC61,"€202,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.2280414,-6.6519789
31/03/2021,"5 CEOL NA MARA, CLIFFONEY, SLIGO",Sligo,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.26969,-8.46943
07/01/2021,"SEICEAMAIR, COOLROE, BALLINCOLLIG",Cork,,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.88333,-8.58333
20/12/2021,"11 The Downs, Barnhall Meadows, Leixlip",Kildare,,"€270,000.00",Yes,Yes,New Dwelling house /Apartment,,53.3606452,-6.5146626
05/03/2021,"11 MOUNTAIN PARK, COOLANEY, CO SLIGO",Sligo,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.17806,-8.59972
15/07/2021,"4 MOUNTAIN VIEW, BREENY BEG, KEALKILL",Cork,P75VP64,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.75722,-9.39917
03/08/2021,"14 THE MEADOWS, ROS MOR, KILMALLOCK ROAD",Limerick,V944H24,"€266,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
20/07/2021,"1 Clay Farm Grove, Clay Farm, Leopardstown",Dublin,,"€440,528.63",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
03/12/2021,"GALLOWS HILL, LEAP, CO CORK",Cork,,"€98,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.5925,-9.13
01/12/2021,"TULLIGMORE, COACHFORD, CORK",Cork,P12YY32,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.9,-8.78333
23/06/2021,"2 BAWNOGUES, BALTINGLASS, WICKLOW",Wicklow,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.93722,-6.70917
16/04/2021,"AGGARD, CRAUGHWELL, GALWAY",Galway,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2271754,-8.7363661
24/11/2021,"93 MARSH ROAD, DROGHEDA, COUNTY LOUTH",Louth,A92E8PT,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.7144086,-6.3395215
19/11/2021,"105 Beaulieu Village, Termonfeckin Road, Drogheda",Louth,,"€231,000.00",No,Yes,New Dwelling house /Apartment,,53.71889,-6.34778
02/02/2021,"BOHERNAMELTOGE, BOHER, DRUMLISH",Longford,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.81667,-7.76667
16/06/2021,"RATHBRIST, TALLANSTOWN, DUNDALK",Louth,,"€312,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.0,-6.41667
02/11/2021,"23 Longstone, Blessington Road, Craddockstown",Kildare,,"€389,867.84",No,Yes,New Dwelling house /Apartment,,53.15611,-6.91444
12/11/2021,"APT 4  36 WILLIAM STREET, WEXFORD, CO. WEXFORD",Wexford,Y35C4P6,"€32,875.00",No,No,Second-Hand Dwelling house /Apartment,,52.33417,-6.4575
19/10/2021,"12 BEECH SQUARE, LACKEN WOOD, WATERFORD",Waterford,X91X4TD,"€142,122.05",Yes,No,Second-Hand Dwelling house /Apartment,,52.2401575,-7.1289212
24/09/2021,"NO 21 THE BIRCHES, Monasterevin",Kildare,,"€56,639.40",No,Yes,New Dwelling house /Apartment,,53.1499082,-7.0512398
27/08/2021,"LEAFY LANE HOUSE, PENANE, LOUGHMORE",Tipperary,E41VH75,"€297,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
05/11/2021,"7 ST MOCHTAS GREEN, CLONSILLA, DUBLIN 15",Dublin,D15AD9D,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
13/12/2021,"14 Carrigvale, Kilanerin, Gorey",Wexford,,"€277,533.00",No,Yes,New Dwelling house /Apartment,,52.67472,-6.2925
21/01/2021,"83 An Saileachan, Raheen, Athenry",Galway,,"€264,318.00",No,Yes,New Dwelling house /Apartment,,53.29639,-8.74306
17/08/2021,"SEASCANN AN ROIN, AN CLOCHAN LIATH, CO. DHUN NA NGALL",Donegal,F94XF24,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.9734285,-8.3562199
22/12/2021,"ST MARYS RECTORY, MOHILL, CO LEITRIM",Leitrim,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.91667,-7.86667
22/07/2021,"44C MOATVIEW GDNS, PRIORSWOOD, COOLOCK DUBLIN 17",Dublin,D17AX86,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
30/11/2021,"9 RIVERSDALE, ATHY, CO KILDARE",Kildare,R14HK02,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.9906652,-6.9885008
09/12/2021,"33 OAK PARK GROVE, CRADDOCKSTOWN, NAAS",Kildare,W91C2CP,"€222,842.09",No,Yes,New Dwelling house /Apartment,,53.21583,-6.66694
04/03/2021,"10 KELLETTS ROAD, LAGORE ROAD, DUNSHAUGHLIN",Meath,,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5125,-6.54
20/04/2021,"COTTAGE 1, MAGHERY, DUNGLOW",Donegal,,"€68,500.00",No,No,Second-Hand Dwelling house /Apartment,,54.95111,-8.35917
05/07/2021,"24 BELMONT DRIVE, BELMONT AIKENS VILLAGE, STEPASIDE",Dublin,D18FNK4,"€557,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
18/06/2021,"GARRYMORE, KILCAVAN, GEASHILL",Laois,,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.0,-7.4
12/07/2021,"13 TYMON NORTH GARDENS, TALLAGHT, DUBLIN 24",Dublin,D24P7RW,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2941654,-6.3434531
09/02/2021,"6 PARK AVENUE, PHELIM WOOD, TULLOW",Carlow,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.80028,-6.73694
15/06/2021,"15 SEABROOK, DROMISKIN, LOUTH",Louth,A91CK10,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.9256839,-6.4002702
06/12/2021,"2 KILEELY VILLAS NEW RD, THOMONDGATE, LIMERICK",Limerick,V94F5YY,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
08/04/2021,"95 THE WALK, OLDBRIDGE, OSBERSTOWN",Kildare,,"€230,296.00",No,No,Second-Hand Dwelling house /Apartment,,53.15611,-6.91444
28/10/2021,"21 ARDLEIGH CRESCENT, ATHLONE RD, MULLINGAR",Westmeath,N91P0K7,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.53333,-7.35
02/02/2021,"288 SYCAMORES PARK, EDENDERRY, CO OFFALY",Offaly,,"€163,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.34528,-7.04972
