Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,lat,lng
04/07/2024,"61 WEST RD, EAST WALL, DUBLIN 3",Dublin,D03YT22,"€457,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3554058,-6.2386221
10/12/2024,"41 BRABAZON LINKS, BETTYSTOWN, CO MEATH",Meath,A92XR12,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.7036549,-6.2504097
20/12/2024,"MAIN ST, KILBEGGAN, CO WESTMEATH",Westmeath,N91DNE0,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.36944,-7.50333
27/03/2024,"WINDRUSH, KNOCKSINNA, FOXROCK DUBLIN 18",Dublin,D18Y5H0,"€1,734,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2735412,-6.1816137
13/02/2024,"22 MANORSFIELD VIEW, CASTAHEANY, DUBLIN 15",Dublin,D15A7N6,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
10/10/2024,"18 Tandys Mews, Tandys Lane, Adamstown",Dublin,,"€568,281.93",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
05/04/2024,"4 CASTLE MEADOWS, MURRINTOWN, WEXFORD",Wexford,Y35WPH3,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.2879722,-6.5262933
20/11/2024,"103 THE BEECHES, BALLYBOFEY, DONEGAL",Donegal,F93N1F9,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.8,-7.78333
14/10/2024,"198 THE ASH, CHARLEVILE SQ, BUSSERFIELD AVE",Dublin,D14XC97,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
29/02/2024,"26 Suttonfield Paddocks, Ballybetagh Road, Kilternan",Dublin,,"€634,361.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
24/04/2024,"No. 34 Burgage Castle, Blessington, Co. Wicklow",Wicklow,,"€427,312.77",No,Yes,New Dwelling house /Apartment,,53.1610241,-6.5424639
11/12/2024,"213 TUSKAR ROCK, CUSTOM HOUSE HARBOUR, DUBLIN 1",Dublin,D01VR94,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/04/2024,"10 THE PINE, COACHROAD  MEADOWS, CLANE",Kildare,,"€440,528.63",No,Yes,New Dwelling house /Apartment,,53.29139,-6.68917
13/03/2024,"33 SPRINGFIELD GROVE, TIPPERARY, TIPPERARY",Tipperary,E34VH68,"€198,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
08/02/2024,"30 SILVERSTREAM AVENUE, STAMEEN, DROGHEDA",Louth,A92E7D7,"€346,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.7057908,-6.3159417
11/09/2024,"47 YEATS HEIGHTS, SLIGO",Sligo,F91H2A3,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.2823212,-8.4521925
28/11/2024,"35 Chlestown Woods, Midleton",Cork,,"€485,000.00",No,Yes,New Dwelling house /Apartment,,51.91526,-8.18052
28/06/2024,"APARTMENT NO.4, 29-30 LAD LANE, BAGGOT STREET",Dublin,D02HC62,"€990,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
22/03/2024,"8 CHARNWOOD GREEN, CLONSILLA, DUBLIN 15",Dublin,D15C3H6,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3859162,-6.4115875
02/08/2024,"HILLSIDE, BIRR, OFFALY",Offaly,R42YX05,"€213,750.00",No,No,Second-Hand Dwelling house /Apartment,,53.0878769,-7.903788
10/06/2024,"32 to40 The Rise 4 5 6 7 The Garden, 20 21 22 23 The Way and Courtyard, 1  Cluain Adain Clomaggadden Navan",Meath,,"€5,242,290.75",No,Yes,New Dwelling house /Apartment,,53.65278,-6.68139
21/05/2024,"ROSSY, BALLINAMORE, LEITRIM",Leitrim,N41P289,"€690,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.0280992,-7.9324962
15/01/2024,"56 MARIAN CRESCENT, RATHFARNHAM, DUBLIN 14",Dublin,D14V9K5,"€620,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2932275,-6.2993563
29/07/2024,"35 FERRARD PARK, TWENTIES LANE, DROGHEDA",Louth,A92WNX7,"€308,370.00",No,Yes,New Dwelling house /Apartment,,53.71889,-6.34778
24/04/2024,"978 ABBEYLANDS, CASTLEDERMOT, CO KILDARE",Kildare,R14TX00,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.909199,-6.8403514
11/12/2024,"44 GLENVIEW HEIGHTS, MULLINGAR, WESTMEATH",Westmeath,N91P5P0,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.527089,-7.3186079
18/09/2024,"24C RADCLIFFE, SUTTON, DUBLIN 13",Dublin,D13KT52,"€432,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
01/02/2024,"10 SORREL PLACE, SORREL WOOD, BLESSINGTON",Wicklow,W91P3FR,"€405,286.00",No,Yes,New Dwelling house /Apartment,,53.17,-6.5325
06/11/2024,"64 WOODFIELD, CAPPAGH RD, BARNA",Galway,H91X79K,"€377,700.00",No,No,Second-Hand Dwelling house /Apartment,,53.25194,-9.14972
08/03/2024,"67  Cois Teampall, Sli na Manach",Limerick,,"€321,585.00",No,Yes,New Dwelling house /Apartment,,52.66472,-8.62306
29/01/2024,"75 Arcadin, Arcadia, Athlone",Westmeath,,"€294,000.00",Yes,Yes,New Dwelling house /Apartment,,53.43333,-7.95
03/05/2024,"54 PRIORY COURT, EDEN GATE, DELGANY",Wicklow,A63HN77,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.13083,-6.09139
05/04/2024,"BALLYKENRY, ARDAGH, CO LIMERICK",Limerick,V94ET22,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.49444,-9.06306
19/02/2024,"1 Connells Church, Newbridge",Kildare,,"€339,207.04",No,Yes,New Dwelling house /Apartment,,53.18194,-6.79667
02/10/2024,"9 ALANDALE ORCHARD, CIRCULAR RD SOUTH, LIMERICK",Limerick,V94D1FH,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
20/03/2024,"12 TROYS GREEN, GREENS BRIDGE, KILKENNY",Kilkenny,R95V0C0,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
13/12/2024,"DIRTANE, BALLYHEIGUE, CO KERRY",Kerry,V92Y2E4,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.38333,-9.83361
16/05/2024,"41 SEASON PARK, NEWTONMOUNTKENNEDY, WICKLOW",Wicklow,A63VK51,"€373,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.975,-6.04944
04/09/2024,"4 ARDEE ROAD, COLLON, CO LOUTH",Louth,A92AX74,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.78111,-6.48694
05/07/2024,"13 CLAREMONT PARK, SANDYMOUNT, DUBLIN 4",Dublin,D04FW31,"€2,113,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3328415,-6.2181593
14/06/2024,"214 ST JOHNS PARK, WATERFORD, WATERFORD",Waterford,X91YXY7,"€169,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.325,-7.55944
30/09/2024,"15 NASH ST, INCHICORE, DUBLIN 8",Dublin,D08HXP0,"€378,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3362565,-6.3300715
08/08/2024,"74 WILLOW PARK GROVE, GLASNEVIN, DUBLIN 11",Dublin,D11X378,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
21/02/2024,"CURNALEE, CURRAGHBOY, ATHLONE",Roscommon,N37R597,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.63333,-8.18333
28/11/2024,"9 LEDWIDGE HALL APTS, SLANE, COUNTY MEATH",Meath,C15A295,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.71,-6.54333
10/12/2024,"174 Newtown Meadows, Castletroy",Limerick,,"€328,193.83",No,Yes,New Dwelling house /Apartment,,52.66472,-8.62306
10/07/2024,"20 THE HARBOUR, MARKET POINT, PATRICK ST",Westmeath,N91PC82,"€202,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5,-7.5
14/02/2024,"25 Garraí Broc, Crooke, Passage East",Waterford,,"€281,938.32",No,Yes,New Dwelling house /Apartment,,52.23639,-6.96806
20/05/2024,"WHISPERING PINES, COOLICK, KILCUMMIN",Kerry,V93E9P5,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.1,-9.46667
29/02/2024,"21 FOSTERSTOWN PLACE, FOSTERSTOWN NORTH, SWORDS",Dublin,K67E5X8,"€428,175.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
14/03/2024,"88 NEWCASTLE MANOR SQ, NEWCASTLE, DUBLIN",Dublin,D22KD68,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2981482,-6.49164
26/07/2024,"16 ERRILL, SHANNON COURT, CARRICK ON SHANNON",Leitrim,N41P306,"€186,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.94694,-8.09
16/02/2024,"2 ARDGLAS, LONG LANE, LETTERKENNY",Donegal,F92HD8X,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.95,-7.73333
06/02/2024,"3 MENEVAL GROVE, FARMLEIGH, DUNMORE RD",Waterford,X91Y52K,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
01/10/2024,"12 GLEBE HOUSE GARDENS, CLONAKILTY, CORK",Cork,P85DK37,"€610,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.62306,-8.87056
19/11/2024,"Apt 36  Danehill, Phoenix Park Racecourse, Castleknock",Dublin,,"€445,881.06",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
12/11/2024,"22 BOTANIC PARK, GLASNEVIN, DUBLIN 9",Dublin,D09N8K5,"€337,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.3702579,-6.2646603
15/11/2024,"TARA NURSERY RD, ALLENWOOD SOUTH, NAAS",Kildare,W91R880,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.21583,-6.66694
08/10/2024,"47 ARAN COURT, WATERVILLE, BLANCHARDSTOWN",Dublin,D15TX30,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3933953,-6.3730391
28/06/2024,"4 STOCKING WOOD WALK, STOCKING AVENUE, RATHFARNHAM",Dublin,D16XA70,"€536,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
13/08/2024,"STOVELODGE, BARNADEARG, TUAM",Galway,H54HY54,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.51667,-8.85
16/10/2024,"STREETE VILLAGE, MULLINGAR, COUNTY WESTMEATH",Westmeath,N91NH04,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.53333,-7.35
18/04/2024,"5 DAVIS COURT, DAVIS PLACE, FRANCIS ST DUBLIN 8",Dublin,D08E065,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
12/12/2024,"25 FLEMING RD, DRUMCONDRA, DUBLIN 9",Dublin,D09Y9X4,"€458,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3720016,-6.2600679
10/01/2024,"12 MAYFIELD COURT, BALLINROBE, CO MAYO",Mayo,F31HX72,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.63333,-9.23333
18/06/2024,"16 THE ELMS, JOHNS ROW, WESTPORT",Mayo,F28PP71,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.8,-9.51667
17/05/2024,"Apartment 11  Block D, The Avenue, Hamilton Park",Kildare,,"€308,370.44",No,Yes,New Dwelling house /Apartment,,53.15611,-6.91444
11/07/2024,"1 2 3 4 5 and 6 STRADAVOHER CT, THURLES, TIPPERARY",Tipperary,E41D2P6,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
19/03/2024,"26 ROS GEAL, RAHOON, GALWAY",Galway,H918N72,"€370,044.00",No,Yes,New Dwelling house /Apartment,,53.273855,-9.0907944
23/07/2024,"Apartment 73, De Verdon Place, Malahide Road",Dublin,,"€673,689.46",Yes,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
03/10/2024,"7 VICARSTOWN ROAD, STRADBALLY, CO LAOIS",Laois,R32P9Y9,"€208,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.01556,-7.15278
19/04/2024,"27 THE OLD RECTORY, LUCAN VILLAGE, CO DUBLIN",Dublin,K78EA02,"€441,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.38046,-6.27113
31/05/2024,"4 Potters Field Walk, Cappocks Green, Ardee",Louth,A92TYY4,"€349,900.00",No,Yes,New Dwelling house /Apartment,,53.85972,-6.54056
05/06/2024,"50 UAM VAR DR, BISHOPSTOWN, CORK",Cork,T12DFH0,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8784163,-8.5354323
10/07/2024,"REAGHAN, TYNAGH, LOUGHREA",Galway,,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.19694,-8.56694
23/05/2024,"36 NEW ST, LISMORE, WATERFORD",Waterford,P51E046,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.1346269,-7.9368111
16/07/2024,"141 THE CRESCENT, PARK WEST POINTE, YEATS WAY DUBLIN 22",Dublin,D12FX64,"€202,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
24/07/2024,"15 SHANARD AVE, SANTRY, DUBLIN 9",Dublin,D09DF29,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.390829,-6.2621287
26/01/2024,"KILMEEDY, CO LIMERICK",Limerick,V42W221,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.4015286,-8.904308
23/07/2024,"170 AN FIODAN, DOUGHISKA, GALWAY",Galway,H91A032,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.280951,-8.9817847
07/06/2024,"8 CLARKEMOUNT AVE, MULLINGAR, WESTMEATH",Westmeath,N91P9H6,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5204066,-7.3493482
12/01/2024,"13 CASTLELAND PARK PLACE, BALBRIGGAN, COUNTY DUBLIN",Dublin,K32TW40,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5984853,-6.1797295
23/02/2024,"2 WINDMILL WAY, GARRISTOWN, DUBLIN",Dublin,A42AF44,"€228,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5642004,-6.3850448
23/07/2024,"138 RINUCCINI COURT, PORTLAOISE, CO LAOIS",Laois,R32DW25,"€164,757.70",No,No,Second-Hand Dwelling house /Apartment,,53.03441,-7.29979
08/03/2024,"43 HARCOURT LODGE, SOUTHERN CROSS AVE, INCHICORE DUBLIN 8",Dublin,D08DH94,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
29/07/2024,"14 CASTLE VIEW, CALLYSTOWN, CLOGHERHEAD",Louth,A92TP86,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.79361,-6.2375
21/10/2024,"20B GREAT WATER STREET, LONGFORD, CO. LONGFORD",Longford,N39TX67,"€165,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.7299678,-7.8006917
03/09/2024,"LAND OF LYRE, AUGHADOWN, SKIBBEREEN",Cork,P81PX40,"€695,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.55,-9.26667
03/09/2024,"8 Ardrath Way, Crodaun, Celbridge",Kildare,,"€264,317.18",No,Yes,New Dwelling house /Apartment,,53.33861,-6.54361
03/07/2024,"KNOCKAVERRY LODGE, RECTORY RD, YOUGHAL",Cork,P36CX92,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.95,-7.85056
27/11/2024,"11 THE DRIVE, KILMARTIN GROVE, HOLLYSTOWN",Dublin,,"€418,502.20",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
04/04/2024,"118 CUIRT SEOIGE, BOHERMORE, GALWAY",Galway,H91Y9F4,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
06/11/2024,"80 WEST GATE, ST AUGUSTINE ST, DUBLIN",Dublin,D08DX86,"€212,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
21/03/2024,"4 Baile Bhuin, Oldtown",Dublin,,"€550,660.00",No,Yes,New Dwelling house /Apartment,,53.527204,-6.3169656
21/02/2024,"TOORAREE, BALLYHAUNIS, MAYO",Mayo,F35WV88,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.7687168,-8.7804389
30/08/2024,"85 Crann Darach, Meadowlands, Macroom",Cork,,"€280,176.00",No,Yes,New Dwelling house /Apartment,,51.9,-8.95
24/05/2024,"1 RACE COURSE LAWNS, CLIFDEN, CO GALWAY",Galway,H71KD54,"€294,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.48907,-10.0191
03/05/2024,"77 FAIRFIELD AVE, FARRANREE, CORK",Cork,T23WY6V,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.9160289,-8.481765
11/04/2024,"GURTEENAKILLA, BALLINGEARY, CORK",Cork,P12VY09,"€66,667.00",No,No,Second-Hand Dwelling house /Apartment,,51.85,-9.23333
02/08/2024,"6 BROOKLAWN, CHAMBERSLAND, NEW ROSS",Wexford,Y34CY93,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.39667,-6.93667
11/10/2024,"ST FINIAN'S ALLEGHENY BEG, BAILE AN SCEILG, KILLARNEY",Galway,V23W426,"€397,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
15/11/2024,"43 Parklands Wood, Parklands, Citywest",Dublin,,"€436,123.34",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
17/12/2024,"15 Bothar an Chrainn, Ovens",Cork,,"€339,207.00",No,Yes,New Dwelling house /Apartment,,51.8824687,-8.6313848
20/12/2024,"29 The Oaks, Cois Maigh, Mogeely",Cork,,"€321,585.00",No,Yes,New Dwelling house /Apartment,,51.93083,-8.05944
10/10/2024,"CLARENDON, RAGLAN RD, BALLSBRIDGE",Dublin,D04Y0E6,"€1,335,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
30/10/2024,"47 Springhill, Ballinglanna, Glanmire",Cork,,"€365,637.00",No,Yes,New Dwelling house /Apartment,,51.91583,-8.39972
02/10/2024,"111 Waterfall Heights, WATERFALL ROAD, Bishopstown",Cork,,"€410,875.00",No,Yes,New Dwelling house /Apartment,,51.89797,-8.47061
29/04/2024,"ASHDALE, CONNELLSTOWN, ENFIELD",Meath,A83KN12,"€408,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.41419,-6.83229
08/04/2024,"CORBOLEY, KNOCKCROGHERY, CO ROSCOMMAN",Roscommon,F42PC43,"€91,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.63333,-8.18333
23/05/2024,"3 PARK RD, BALLINAMORE, LEITRIM",Leitrim,N41E090,"€122,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.0539455,-7.7972547
10/07/2024,"26 THE NICHOLSON, LANSDOWNE PLACE, BALLSBRIDGE",Dublin,D04C2N1,"€2,511,013.22",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
26/04/2024,"22 0SPREY PARK, TEMPLEOGUE, DUBLIN 6W",Dublin,D6WAE98,"€548,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
22/11/2024,"33 COURTOWN PK, KILCOCK, KILDARE",Kildare,W23HX09,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3954268,-6.6767437
22/02/2024,"Apt. 35 Hallwell Green, Hallwell, Adamstown",Dublin,K78Y6V9,"€286,300.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
30/08/2024,"MOUNTAIN VIEW, MONAMEIGH, CASHEL",Tipperary,E25C598,"€107,374.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
02/04/2024,"47 MANOR LAWN, WATERFORD, WATERFORD",Waterford,X91VEV9,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.2510236,-7.1284195
07/06/2024,"12 The Rise, Cluain Glasan",Kilkenny,,"€365,000.00",No,Yes,New Dwelling house /Apartment,,52.6622259,-7.2669271
29/11/2024,"92 PHASE 2 BROOKFORD, BROOK LANE, RUSH DUBLIN",Dublin,,"€380,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
07/10/2024,"18 BRACKLIN PARK, BRACKLIN RD, EDGEWORTHSTOWN",Longford,N39RH57,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.7,-7.61667
16/10/2024,"36 ARD VISCE, WHITEROCK HILL, WEXFORD",Wexford,Y35F7VY,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.33417,-6.4575
19/01/2024,"CORRIG, STRADBALLY, LAOIS",Laois,R32R618,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.01556,-7.15278
08/07/2024,"1 GLENFLESK, CLONARD, BALLYVOLANE",Cork,T23Y0C0,"€317,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.9159866,-8.4515724
24/07/2024,"CORRIGEEN, RATHCABBIN, ROSCREA",Tipperary,R42HY27,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
21/03/2024,"NEWHAGGARD, TRIM, MEATH",Meath,C15AE40,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5518614,-6.8001824
12/03/2024,"12 NEWTOWN GREEN, NEWTOWN HEIGHTS, MAYFIELD",Cork,T23X46H,"€290,748.90",Yes,Yes,New Dwelling house /Apartment,,51.91306,-8.42889
31/05/2024,"COOLATOBER, BALLYFORAN ROSCOMMON, ROSCOMMON",Roscommon,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.63333,-8.18333
27/11/2024,"37 MILLFIELD, THE LINKS, PORTMARNOCK",Dublin,D13CV06,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
01/02/2024,"26 RATHDRUM RD, CRUMLIN, DUBLIN 12",Dublin,D12X576,"€433,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3289174,-6.2901738
14/06/2024,"Apartment 13  Block A, Eglinton Place  Eglinton Road, Donnybrook",Dublin,,"€645,341.85",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
10/10/2024,"10 HUNTSTOWN RISE, MULHUDARD, BLANCHARDSTOWN DUBLIN 15",Dublin,D15K76V,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
11/07/2024,"SOMERTON, 16 THE CLOSE, MOUNT MERRION",Dublin,A94H2P4,"€1,150,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2992541,-6.2109665
30/01/2024,"23 ST BROCHANS PARK BRACKNAGH, RATHANGAN, KILDARE",Kildare,R51RD63,"€194,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.22139,-6.995
30/09/2024,"12D, MOOREBAY HOLIDAY VILAGE, CARRIGAHOLT RD",Clare,,"€217,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.81556,-8.96667
12/03/2024,"13 THE HEIGHTS, ROBSWALL, MALAHIDE",Dublin,K36NA78,"€900,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
04/10/2024,"61 ELMBROOK WALK, LUCAN, DUBLIN",Dublin,K78AH10,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3513099,-6.4295893
11/06/2024,"2 ST PHILOMENAS, BISHOPSTOWN, CORK",Cork,T12YK2T,"€398,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
16/07/2024,"45 Mariners Avenue, Mariners Way, Rush",Dublin,,"€458,149.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
10/12/2024,"49 BAWNOGUE VIEW, KILCOCK",Kildare,,"€348,018.00",No,Yes,New Dwelling house /Apartment,,53.4008088,-6.6805446
02/08/2024,"8 FINGLAS PARK, FINGLAS, DUBLIN 11",Dublin,D11F6X3,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3914451,-6.2901094
18/11/2024,"25 VARTRY AVE, RAHEEN, LIMERICK",Limerick,V94XHV0,"€341,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
17/09/2024,"26 SHACKLETON HOUSE, ARCHERS WOOD, CLONEE",Dublin,D15HX99,"€347,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
25/03/2024,"THE COTTAGE, CROSNA, BOYLE",Roscommon,F52Y726,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.96667,-8.3
14/11/2024,"33 WELLVIEW CRESCENT, BLANCHARDSTOWN, DUBLIN15",Dublin,D15DC8X,"€150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
30/08/2024,"BALLYCORMACK BAGENALSTOWN, CO CARLOW",Carlow,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.70031,-6.96181
04/06/2024,"99 MILLTOWN HALL, MILLTOWN AVE, MOUNT ST ANNES",Dublin,,"€580,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
06/12/2024,"THOMAS COURT, MOUNTRATH, CO LAOIS",Laois,R32K2P7,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.99889,-7.47278
16/02/2024,"43 ASHLAWN, LETTERKENNY, DONEGAL",Donegal,F92C3YC,"€132,500.00",No,No,Second-Hand Dwelling house /Apartment,,54.9540382,-7.7183602
26/01/2024,"LEMANAGHAN, BALLYCUMBER, COUNTY OFFALY",Offaly,R35DY06,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.32444,-7.68278
16/07/2024,"MEENABROCK, DUNKINEELY, COUNTY DONEGAL",Donegal,,"€23,500.00",No,No,Second-Hand Dwelling house /Apartment,,54.63083,-8.37056
26/11/2024,"TOOME, BALLYMAHON, LONGFORD",Longford,,"€130,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.5797312,-7.7480528
06/12/2024,"40 Harbour View, Coulter Place, Dundalk",Louth,,"€229,075.00",No,Yes,New Dwelling house /Apartment,,54.0,-6.41667
29/01/2024,"CASTLE STREET, CASTLEBAR, MAYO",Mayo,F23YP03,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.8556354,-9.2982454
07/10/2024,"APT 4, 82 NORTHUMBERLAND RD, BALLSBRIDGE",Dublin,D04HK35,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
31/07/2024,"3 STRANGFORD RD, EAST WALL, DUBLIN 3",Dublin,D03XW13,"€636,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3562139,-6.2377347
25/01/2024,"49 NEWBERRY, CASTLEMARTIN LODGE, KILCULLEN",Kildare,R56V054,"€497,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.13028,-6.74444
24/01/2024,"SAN ANTONE, CREGBOY, CLAREGALWAY",Galway,H91X7XE,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33861,-8.945
21/08/2024,"317 CASTLECURRAGH HEATH, MULHUDDART, DUBLIN 15",Dublin,D15RW72,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4035837,-6.3920268
10/12/2024,"88 Glen Boann, Donacarney",Meath,,"€348,017.62",No,Yes,New Dwelling house /Apartment,,53.7130718,-6.2796203
