Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,lat,lng
28/04/2023,"14 CHURCHFIELD, CLANE, KILDARE",Kildare,W91XY91,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2906292,-6.6839918
30/03/2023,"ST ANTHONYS, 6 BETTYSFORT, MONASTERY RD DUBLIN 22",Dublin,D22A039,"€510,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/10/2023,"MONASET, RAHUGH, KILBEGGAN",Westmeath,,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.36944,-7.50333
22/05/2023,"14 THE CRESCENT, CASTLEBLAYNEY, MONAGHAN.",Monaghan,A75HN59,"€99,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.1207575,-6.7472177
11/01/2023,"2 LANESBOROUGH CASTLE, LANESBOROUGH GARDENS, FINGLAS DUBLIN 11",Dublin,D11Y893,"€272,950.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
30/08/2023,"11 BELARMINE COURT, ENNISKERRY RD, STEPASIDE",Dublin,D18XV12,"€505,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
04/05/2023,"CROSSHILL, KEADUE, BOYLE",Roscommon,F52EP48,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.96667,-8.3
22/05/2023,"9 BEECH GROVE, GREENFIELDS, OLD TRAMORE RD",Waterford,X91PDW0,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
20/02/2023,"62 CHURCH VIEW, EDEN GATE, DELGANY",Wicklow,A63W584,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.13083,-6.09139
08/06/2023,"69 KILWORTH ROAD, DRIMNAGH, DUBLIN 12",Dublin,D12A893,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3293127,-6.3291955
24/02/2023,"KILLYSHANE, PALATINE, CARLOW",Carlow,R93E1W7,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.84083,-6.92611
27/10/2023,"1 THE GREEN, RATHMOLYON, MEATH",Meath,A83VF86,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.48989,-6.80537
15/03/2023,"51 ARD AULINN, MUNGRET, CO LIMERICK",Limerick,V94R8HW,"€343,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.63583,-8.69667
31/07/2023,"LEHENAGH, CASTLEBLAKENEY, BALLINASLOE",Galway,H53Y521,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3275,-8.21944
27/11/2023,"KNOCKANURE, BALLYMAKEERA, MACROOM",Cork,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.9,-8.95
09/11/2023,"21 ASH MEADOWS, BALLYBOFY, DONEGAL",Donegal,F93P2E7,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.65,-8.11667
03/02/2023,"10 CASTLE COURT, BIRR, OFFALY",Offaly,R42R267,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.1033532,-7.9157453
19/07/2023,"42 GREAT WILLIAM O'BRIEN ST, BLACKPOOL, CORK",Cork,T23D8FV,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,,51.9101362,-8.47466
02/06/2023,"2 ST BRENDANS COTTAGES, IRISHTOWN, DUBLIN 4",Dublin,D04Y540,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
21/08/2023,"1  Arlington, Kerry Pike",Cork,,"€396,475.00",No,Yes,New Dwelling house /Apartment,,51.89797,-8.47061
27/01/2023,"10 Spring View, Gorey Hill, Gorey",Wexford,,"€259,912.00",No,Yes,New Dwelling house /Apartment,,52.67472,-6.2925
13/04/2023,"FOSSAGH, MT TEMPLE, MOATE",Westmeath,N37HP66,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.39389,-7.71722
04/09/2023,"CROFTON HOUSE, RATHCAVE, TULSK",Roscommon,F45VK64,"€240,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.78333,-8.25
24/11/2023,"68 MELVIN FIELDS, KINLOUGH, LEITRIM",Leitrim,F91Y4E8,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.4524513,-8.2877243
13/12/2023,"59 MARIAN TCE, TRAMORE, WATERFORD",Waterford,X91W597,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.168299,-7.152917
11/12/2023,"MIRECOURT CAHERGAL, TUAM, GALWAY",Galway,H54CT85,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.51667,-8.85
21/08/2023,"137 OLD CARAGH COURT, NAAS, KILDARE",Kildare,W91HC4H,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.21956,-6.6785635
27/04/2023,"420 GRACEPARK MANOR, DRUMCONDRA, DUBLIN 9",Dublin,D09V589,"€1,080,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3769454,-6.2430821
12/06/2023,"17 CRYSTAL FOUNTAIN, BALLYSEEDY, TRALEE",Kerry,V92W9RH,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.2536611,-9.6867837
13/12/2023,"29 BRACKEN GROVE, OLD TRAMORE RD, WATERFORD",Waterford,X91HPX7,"€252,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
04/08/2023,"CLONSHIRE MORE, CROAGH, RATHKEALE",Limerick,V94W1YR,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.5556745,-8.8455784
06/04/2023,"1 LUCAN RD, CHAPELIZOD, DUBLIN 20",Dublin,D20R573,"€580,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3490908,-6.3474774
25/05/2023,"9 The Heights, Barnoaks, Citywest",Dublin,,"€330,396.00",No,Yes,New Dwelling house /Apartment,,53.2800463,-6.418746
14/12/2023,"7 BEECHPARK COURT, COOLOCK, DUBLIN 5",Dublin,D05HX32,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3894644,-6.1988974
04/09/2023,"2 THOMAS MOORE RD, WALKINSTOWN, DUBLIN 12",Dublin,D12F9P6,"€460,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.3219078,-6.3279572
13/09/2023,"18 The Junction, Station Road, The Crossings  Adamstown",Dublin,,"€325,114.54",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
15/12/2023,"8 WILLANS DR, ONGAR, DUBLIN 15",Dublin,D15VR8H,"€314,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
07/12/2023,"57 LORD EDWARD ST, BALLINA, CO MAYO",Mayo,F26Y5R3,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.113523,-9.1648728
08/11/2023,"KILLYGALLY, BELMONT, BIRR",Offaly,R42PC90,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.09139,-7.91333
03/11/2023,"APARTMENT 6, THE PLATFORM, LUCAN",Dublin,,"€322,931.28",No,Yes,New Dwelling house /Apartment,,53.3379978,-6.4698562
18/08/2023,"12 COLLEGE COURT, NICHOLAS ST, DUNDALK",Louth,A91K1E5,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.0,-6.41667
17/02/2023,"22 PEBBLE LAWN, PEBBLE BEACH, TRAMORE",Waterford,X91H3F4,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.16235,-7.15244
20/06/2023,"2 BIRCH LAWN, JOHNSTOWN WOOD, NAVAN",Meath,C15PP6V,"€271,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
24/05/2023,"66 RIVERBANK HALL, ADDISON PARK, GLASNEVIN DUBLIN 11",Dublin,D11NV22,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/05/2023,"14A SCOTSHOUSE CLOSE, AGHNAHOLA, SCOTSHOUSE",Monaghan,H23VR92,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.12194,-7.2475
24/07/2023,"12 WHITESTRAND RD, SALTHILL, GALWAY",Galway,H91C5XN,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2647479,-9.0669623
23/08/2023,"4 Sharl Close, Lusk",Dublin,,"€400,881.00",No,Yes,New Dwelling house /Apartment,,53.5258619,-6.1569945
08/12/2023,"35 MARKET SQ, DUBLIN 1",Dublin,D07NX21,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
31/01/2023,"TOMNAFINCHOGUE, ENNISCORTHY, CO WEXFORD",Wexford,Y21V6T4,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.50083,-6.55778
22/08/2023,"28 CORISH PK, WEXFORD, WEXFORD",Wexford,Y35N8K5,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.3309261,-6.4748099
27/10/2023,"17 THE VILLAGE GREEN, RATOATH, MEATH",Meath,A85EH77,"€322,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5055426,-6.4567502
15/06/2023,"29 CONNOLLY AVE, INCHICORE, DUBLIN 8",Dublin,D08X4E2,"€150,037.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/09/2023,"16 LISDONAGH, BISHOP ODONNELL RD, GALWAY",Galway,H91HF97,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
02/10/2023,"CARRAN, DUNBELL, KILKENNY",Kilkenny,R95F6V0,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.6128742,-7.1443119
03/03/2023,"123 CAIREAL MOR, HEADFORD RD, GALWAY",Galway,H91XC1K,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
23/06/2023,"UNCHAGO HOUSE, BLACKLION, CO CAVAN",Cavan,F917P20,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.29168,-7.87539
19/01/2023,"APT 6, BEAUMONT COURT, BEAUMONT WOODS DUBLIN 9",Dublin,D09DP21,"€301,000.00",No,No,Second-Hand Dwelling house /Apartment,,,
17/11/2023,"29 ST MICHAELS TERRACE, ARKLOW, WICKLOW",Wicklow,Y14KX85,"€111,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.7931177,-6.1494148
23/05/2023,"132 Browneshill Wood, Browneshill Road, Carlow",Carlow,R93RT2P,"€229,294.27",Yes,Yes,New Dwelling house /Apartment,,52.84083,-6.92611
10/11/2023,"33 HIBERNIAN BUILDINGS, ALBERT RD, CORK",Cork,T12D8KT,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
14/12/2023,"14 HOLLYBROOK MEWS, HOLLYBROOK PARK, CLONTARF DUBLIN 3",Dublin,D03EY27,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
01/06/2023,"27 MOOREVILLE, RATHDOWNEY, LAOIS",Laois,R32VY89,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.8545162,-7.596218
30/03/2023,"TOMNAHULLA, CORRANDULLA, CO GALWAY",Galway,,"€156,154.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.39972,-8.99917
10/08/2023,"BALLYCROGUE, COUNTY CARLOW",Carlow,R93V2P5,"€553,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.8110593,-6.8691632
05/12/2023,"39 WOODLAND HEIGHTS, CARRICK ON SUIR, TIPPERARY",Tipperary,E32DP64,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.3413234,-7.4092122
14/06/2023,"Barna, Glenamaddy",Galway,,"€63,000.00",No,No,New Dwelling house /Apartment,,53.60646,-8.56007
29/09/2023,"7 UPPER WINTERS HILL, SUNDAYS WELL, CORK CITY",Cork,T23CF7K,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
14/04/2023,"66 SEAPARK APARTMENTS, CLONTARF, DUBLIN 3",Dublin,D03V0H1,"€300,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
10/02/2023,"93 Crenigans Banog, Ashbourne",Meath,,"€140,000.00",No,No,New Dwelling house /Apartment,,53.5032969,-6.3835168
08/12/2023,"16 Swanbrook Park, Swanbrook, Navan",Meath,,"€328,634.36",No,Yes,New Dwelling house /Apartment,,53.6420921,-6.6868819
15/08/2023,"5 CLUAIN RIADA, BROWNESHILL, CARLOW",Carlow,R93YK79,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.84083,-6.92611
12/05/2023,"CARROWMULLEN, FAHAN, COUNTY DONEGAL",Donegal,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,55.08861,-7.47417
17/11/2023,"MOONEANAUN, FRESHFORD, KILKENNY",Kilkenny,R95R893,"€350,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.73417,-7.39889
30/03/2023,"EAST END, SCHULL, CO CORK",Cork,P81PX86,"€188,571.43",No,No,Second-Hand Dwelling house /Apartment,,51.52487,-9.54798
02/08/2023,"THE GREEN, LIXNAW, CO KERRY",Kerry,V92C447,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.40556,-9.61694
04/08/2023,"16 FERNS DALE, FERNS BRIDGE, MONASTEREVIN",Kildare,W34XN67,"€135,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.1489797,-7.0576274
14/12/2023,"9 ARMSTRONG'S RANGE, ENNISCORTHY, CO WEXFORD",Wexford,Y21W9V0,"€112,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.50083,-6.55778
21/11/2023,"73 ASSUMPTA PARK, NEWCASTLE WEST, CO LIMERICK",Limerick,V42H672,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.4520802,-9.0572701
06/10/2023,"86 CASTLE RIADA AVE, LUCAN, DUBLIN",Dublin,K78R640,"€468,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3453149,-6.4307014
11/01/2023,"2 THE MEADOWS, CURRAGHWOOD, CARLANSTOWN",Meath,A82WV50,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.75943,-6.84095
23/08/2023,"2 Clay Farm Copse, Clay Farm, Leopardstown",Dublin,,"€568,281.00",No,No,New Dwelling house /Apartment,,53.33306,-6.24889
12/12/2023,"63 Farranshock Park, Rathgowan, Mullingar",Westmeath,,"€251,101.00",No,Yes,New Dwelling house /Apartment,,53.53333,-7.35
29/09/2023,"EDEN, RED LANE GLEN OF THE DOWNS, DELGANY",Wicklow,A63HR20,"€607,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.13083,-6.09139
31/10/2023,"THE APT, TRAIN HILL, TRAMORE",Waterford,X91TD58,"€87,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.16235,-7.15244
05/04/2023,"ASHTOWN UPPER, ROUNDWOOD, CO. WICKLOW",Wicklow,A96E4W0,"€590,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.05861,-6.22611
01/09/2023,"BRACKLYN HOUSE, CASTLE ST, ROSCOMMON",Roscommon,F42HK20,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.63333,-8.18333
14/06/2023,"APT 8, MEITH MARA, STATION RD",Louth,A91R6CF,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.94861,-6.54139
24/10/2023,"ST MARTINS, FERRY RD, FOUNTAINSTOWN",Cork,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
16/02/2023,"9 Stonebridge Wood, Shankill",Dublin,,"€374,450.00",No,Yes,New Dwelling house /Apartment,,53.235945,-6.1290812
18/09/2023,"12 CASTLEMAINE BRIDGE, TRALEE, KERRY",Kerry,V92F2K8,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.2597676,-9.6928714
13/02/2023,"20 BOTHAR CHEADAGAIN, FIONNRADHARC, BAILE ÁTHA CLIATH 3",Dublin,,"€505,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
06/07/2023,"152 SEASON PARK, NEWTOWNKENNEDY, WICKLOW",Wicklow,A63PF64,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.975,-6.04944
28/02/2023,"66 Gort na Fuinse, headford",Galway,,"€300,000.00",No,Yes,New Dwelling house /Apartment,,53.46667,-9.1
08/11/2023,"MAIN STREET, KILLESHANDRA, CO CAVAN",Cavan,,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.0142775,-7.5284074
16/06/2023,"31 ST ENDAS RD, TERENURE, DUBLIN 6W",Dublin,D06A297,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
01/12/2023,"THE VILLAGE, CASTLEMAINE, KERRY",Kerry,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.16667,-9.7
15/09/2023,"Apt 41 The Nicholson, Block 6D, Lansdowne Place",Dublin,,"€1,409,691.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
05/04/2023,"189 SYCAMORE CRESENT, ST MARYS RD, EDENDERRY",Offaly,R45WR04,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.34528,-7.04972
24/08/2023,"15 ROS GLAS AVENUE, DERRY, MONASTEREVIN",Kildare,W34YA36,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.14056,-7.06639
23/08/2023,"MAHALOUGH, CARRIGADROHID, MACROOM",Cork,P12F654,"€312,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.9,-8.95
05/05/2023,"APT 56, STATION HOUSE, MACDONAGH JUNCTION",Kilkenny,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.6555528,-7.2434822
30/03/2023,"61 MERCHANTS RD, EASTWALL, DUBLIN 3",Dublin,D03P862,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/03/2023,"APT 13 PARK VIEW HALL, DUBLIN ROAD, RHEBOGUE",Limerick,V94H586,"€59,375.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
06/10/2023,"47 CLONDARRIG COURT, BELLINGHAM, MOUNTRATH ROAD",Laois,R32T924,"€271,365.00",No,Yes,New Dwelling house /Apartment,,53.0,-7.4
13/09/2023,"111 The Junction, Station Road, The Crossings  Adamstown",Dublin,,"€231,986.78",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
01/06/2023,"9 MILLBROOK TCE, KILMACTHOMAS, WATERFORD",Waterford,X42EH50,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.2050577,-7.4252281
18/08/2023,"APT 3 CHURCH COURT, CHURCH STREET, KILCOCK",Kildare,W23AE79,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.40222,-6.67083
10/11/2023,"17 PAIRC CLUAIN GHAMHNA, ATHLONE, CO ROSCOMMON",Roscommon,N37E2H4,"€168,911.01",No,Yes,New Dwelling house /Apartment,,53.4295509,-7.9999829
02/05/2023,"38 JOHN ST SOUTH, PIMLICO, DUBLIN 8",Dublin,D08VY5R,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
20/02/2023,"18 SLI NA SRUTHAIN, BALLINLOUGH, CO ROSCOMMON",Roscommon,F45E763,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.73333,-8.63333
26/07/2023,"20 KILMALUM AVE, BLESSINGTON MANOR, BLESSINGTON",Kildare,W91K6K3,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.15611,-6.91444
20/07/2023,"APT 64, 25 WOLFE TONE ST, DUBLIN 1",Dublin,D01X782,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3490675,-6.2676845
17/04/2023,"6 ONGAR SQUARE, ONGAR VILLAGE, DUBLIN 15",Dublin,D15Y7YN,"€232,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
01/12/2023,"58 ARDROSTIG, BISHOPSTOWN ROAD, CORK",Cork,T12F38P,"€315,000.00",Yes,Yes,New Dwelling house /Apartment,,51.89797,-8.47061
27/09/2023,"81 CASTLETOWN, LEIXLIP, KILDARE",Kildare,W23H7T8,"€470,922.00",No,No,Second-Hand Dwelling house /Apartment,,53.3637804,-6.5067047
25/09/2023,"50 TURVEY GREEN, DONABATE, DUBLIN",Dublin,K36HH32,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4882728,-6.1571272
15/11/2023,"CORROLOUGH, WILLIAMSTOWN, VIA CASTLEBAR",Galway,F45ER84,"€61,908.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
03/11/2023,"1 THE GRANGE, KILL LANE, BLACKROCK",Dublin,A94D2R6,"€586,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
01/09/2023,"70 MORRISSONS AVENUE, WATERFORD",Waterford,X91PC4H,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.2575658,-7.127416
11/09/2023,"DRIMURE, CO LONGFORD",Longford,N93PK77,"€114,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.72536,-7.79823
23/08/2023,"58 BOROIMHE BIRCHES, SWORDS, DUBLIN",Dublin,K67YH29,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4473449,-6.2337537
07/11/2023,"APT 51, THE OAK PARKVIEW, STEPASIDE DUBLIN 18",Dublin,D18K5DY,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
28/08/2023,"16 ANNESLEY PLACE, NORTH STRAND, DUBLIN 3",Dublin,D03N274,"€482,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3598652,-6.2407428
29/05/2023,"7 BAYSIDE BOULEVARD SOUTH, SUTTON, DUBLIN 13",Dublin,D13VK66,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3866345,-6.1395953
19/10/2023,"1 RAYMOGHEY HEIGHTS, MANORCUNNINGHAM, CO DONEGAL",Donegal,F92EA37,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.95,-7.61667
21/11/2023,"75 RUANBEG DR, KILDARE, KILDARE",Kildare,R51CF66,"€310,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.1558542,-6.8975683
25/08/2023,"5 COOLSHANNAGH VIEW, COOLSHANNAGH, MONAGHAN",Monaghan,H18X722,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.25,-6.96667
02/02/2023,"SHRALEAGH HOUSE, LEVALLY, RATHDOWNEY",Laois,,"€144,100.00",No,No,Second-Hand Dwelling house /Apartment,,52.85472,-7.58028
09/05/2023,"GREENFIELD RD, KANTURK, CORK",Cork,P51P5R3,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.16667,-8.9
24/04/2023,"21 AUBURN ST, BROADSTONE, DUBLIN 7",Dublin,D07X0C3,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
31/05/2023,"14 Newtown Way, The Meadows, Kill",Kildare,,"€317,180.00",No,Yes,New Dwelling house /Apartment,,53.25139,-6.59167
08/09/2023,"115 Clonroosk Abbey, Portlaoise",Laois,,"€215,900.00",No,Yes,New Dwelling house /Apartment,,53.0469443,-7.3222845
19/06/2023,"25 PAIRC FEA, BALLINAMORE, CO.LEITRIM",Leitrim,N41DW67,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.99083,-8.06361
30/08/2023,"GLEN, CLARE ISLAND, WESTPORT",Mayo,E28DX76,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.7983336,-9.9619664
19/05/2023,"APARTMENT 5, HERITAGE HOUSE, 60 O'CONNELL STREET",Waterford,X91WC98,"€98,333.33",No,No,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
01/02/2023,"145 BLOOMFIELD, NEWTOWN, ANNACOTTY",Limerick,V94N5DF,"€347,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66806,-8.54722
06/12/2023,"71 THE MAPLES, CLONSKEAGH, DUBLIN",Dublin,D14C169,"€547,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3088308,-6.2410714
26/09/2023,"12 ST JAMES RD, MERVUE, GALWAY CITY",Galway,H91PF6H,"€276,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.2810037,-9.013866
13/04/2023,"5 THE ORCHARD, HEADFORT DEMESNE, KELLS",Meath,A82F6C7,"€680,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.7315205,-6.8426707
14/04/2023,"161 KILMACUD ROAD UPPER, STILLORGAN, DUBLIN",Dublin,A94Y751,"€522,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.2847962,-6.2179375
31/05/2023,"APT 46, THE OAK, PARK VIEW DUBLIN 18",Dublin,D18V706,"€358,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
27/04/2023,"5 MARCONI PARK, CROOKHAVEN, CORK",Cork,P81XE70,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.46667,-9.71667
24/11/2023,"79 PARCHMENT SQ, MODEL FARM RD, CORK",Cork,T12VF89,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
03/02/2023,"12 Hyde Court, Park Road, Rush",Dublin,,"€372,246.69",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
10/03/2023,"CARRIGEEN, MILLICENT, CLANE",Kildare,W91H2W2,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.29139,-6.68917
23/08/2023,"210 BEECHWOOD COURT, STILLORGAN RD, STILLORGAN",Dublin,A94E272,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
29/06/2023,"26 NEWCOURT RD, BRAY, WICKLOW",Wicklow,A98P992,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.1905579,-6.099521
02/02/2023,"RIGSDALE, BALLINHASSIG, CORK",Cork,T12X586,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.81417,-8.53694
31/07/2023,"5 Cedarwood Close, Castlecourt, Whitechurch",Cork,,"€356,828.19",No,Yes,New Dwelling house /Apartment,,51.98139,-8.51389
29/09/2023,"4 CASTLECOURT, FITZHAVEN, LIMERICK",Limerick,V94X53V,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
02/10/2023,"8 CASTLEHILL, BENNETTSBRIDGE ROAD, KILKENNY",Kilkenny,R95E5W0,"€372,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
06/12/2023,"19 ABBEY WELL, OFF CHAPEL ROAD, KINSEALY",Dublin,K36KW92,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
17/11/2023,"29 Cronans WellAvenue, Mooretown, Swords",Dublin,,"€453,744.49",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
09/11/2023,"2 NEWTON GREEN, NEWTON HEIGHTS, MAYFIELD",Cork,T23X2TA,"€210,195.00",Yes,Yes,New Dwelling house /Apartment,,51.91306,-8.42889
26/04/2023,"KERDIFFSTOWN, NAAS, CO KILDARE",Kildare,W91P26X,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2490006,-6.6423374
03/07/2023,"109 BANNA HOLIDAY VILLAS, BANNA, ARDFERT",Kerry,V92VY44,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.32734,-9.76899
28/06/2023,"30C MELVIN FIELDS, KINLOUGH, LEITRIM",Leitrim,F91A6W7,"€167,500.00",Yes,No,Second-Hand Dwelling house /Apartment,,54.4524513,-8.2877243
27/02/2023,"16 MC NEELY VILLAS, LETTERKENNY, DONEGAL",Donegal,F92XWC1,"€73,333.00",No,No,Second-Hand Dwelling house /Apartment,,54.95,-7.73333
